Id_bien;id_codedep_codecommune;No_voie;BTQ;Type_voie;Voie;Total_piece;Surface_carrez;Surface_local;Type_local
4584;50502;52;;RUE;DE VILLEDIEU;1;32,68;32;Appartement
4585;50502;82;;RUE;MAL JUIN;3;61,21;53;Appartement
4586;51454;1;;RUE;CARDINAL SUHARD;6;135,21;135;Appartement
4587;56090;5367;;;LE COTILLON;1;37,14;37;Appartement
4588;56121;11;;RUE;DUGUESCLIN;3;58,75;62;Appartement
4589;58117;19;;RUE;SAINT MARTIN;2;56,19;74;Maison
4590;58194;1;;RUE;DOCTEUR LOUIS TIXIER;2;36,9;36;Maison
4591;59122;103;;RUE;SAINT LADRE;3;63,25;63;Appartement
4592;59220;29;B;RUE;FERRER;3;62;61;Appartement
4593;59350;260;;RUE;DU FBG D ARRAS;1;48;49;Appartement
4594;60141;119;;RUE;DU CONNETABLE;1;32,5;34;Appartement
4595;60159;14;;SQ;DU COLONEL SUTTERLIN;3;63,63;63;Appartement
4596;60159;1;;RUE;DU GENERAL DEBENEY;3;68,98;69;Appartement
4597;60175;30;;RUE;JULES JUILLET;2;35,31;40;Appartement
4598;60282;110;;RUE;DE LAMORLAYE;2;35,8;40;Appartement
4599;62765;8;;RUE;DE GRAVELINES;4;128,52;133;Appartement
4600;63038;9;B;RTE;DU CHAMBOURGUET;2;35,9;41;Appartement
4601;63300;5;;AV;DE PARIS;3;71,58;66;Appartement
4602;69034;73;;;GRANDE RUE DE SAINT CLAIR;1;50,85;51;Appartement
4603;69121;130;;RTE;DE LYON;3;58,87;55;Appartement
4604;69244;174;;AV;CHARLES DE GAULLE;4;84,15;84;Appartement
4605;69259;15;;AV;D OSCHATZ;2;51,72;51;Appartement
4606;69275;1;;AV;PASTEUR;1;30,18;29;Appartement
4607;69292;115;;ALL;DU 4 AVRIL 1908;4;76,58;76;Appartement
4608;69382;51;;CRS;CHARLEMAGNE;2;53;53;Appartement
4609;69389;9;;RUE;FELIX MANGINI;3;64,73;64;Appartement
4610;70550;4;;RUE;DE LA HALLE;2;45,64;72;Appartement
4611;72231;32;;RUE;FERNAND CRAPEZ;3;73,88;82;Appartement
4612;74010;20;;RUE;DE LA PAIX;2;59,62;60;Appartement
4613;75103;113;;BD;BEAUMARCHAIS;4;114,73;116;Appartement
4614;75104;12;;QUAI;HENRI IV;4;109,19;109;Appartement
4615;75105;62;;RUE;MOUFFETARD;1;28,84;37;Appartement
4616;75106;14;;RUE;SEGUIER;5;170,75;190;Appartement
4617;75107;16;;AV;DE LA MOTTE PICQUET;4;77,43;80;Appartement
4618;75107;5;;RUE;VALADON;1;22,03;20;Appartement
4619;75107;9;;RUE;AUGEREAU;2;23,89;25;Appartement
4620;75108;10;;RUE;LORD BYRON;1;8,5;10;Appartement
4621;75108;5;;RUE;DE LABORDE;5;103,65;103;Appartement
4622;75109;2;;RUE;LAMARTINE;1;11,83;14;Appartement
4623;75109;14;;RUE;DU DELTA;3;40,54;39;Appartement
4624;75110;17;B;RUE;DE PARADIS;4;101,6;130;Appartement
4625;75111;165;;RUE;SAINT MAUR;1;13,85;13;Appartement
4626;75111;65;;AV;DE LA REPUBLIQUE;2;40,48;38;Appartement
4627;75111;42;;RUE;GODEFROY CAVAIGNAC;1;26,03;30;Appartement
4628;75112;253;;AV;DAUMESNIL;2;21,04;25;Appartement
4629;75112;13;;RUE;TAINE;1;30,71;30;Appartement
4630;75112;31;;RUE;PROUDHON;3;63,07;60;Appartement
4631;75113;22;;AV;DE CHOISY;1;23,99;24;Appartement
4632;75114;18;;RUE;DU COUEDIC;2;28,2;57;Appartement
4633;75114;8;;AV;DU GENERAL LECLERC;5;108,67;87;Appartement
4634;75114;72;;RUE;MAURICE RIPOCHE;3;55,23;65;Appartement
4635;75115;37;;RUE;DE L ABBE GROULT;3;47,82;56;Appartement
4636;75115;10;;RUE;D ALLERAY;2;42,27;44;Appartement
4637;75115;4;;PL;ADOLPHE CHERIOUX;2;23,15;23;Appartement
4638;75115;193;;RUE;LECOURBE;2;27,75;27;Appartement
4639;75115;201;;RUE;DE VAUGIRARD;1;24,86;25;Appartement
4640;75115;6;;VLA;JUGE;1;19,92;20;Appartement
4641;75115;127;;RUE;SAINT CHARLES;1;16,93;19;Appartement
4642;75115;17;;RUE;VARET;5;79,33;79;Appartement
4643;75115;17;;RUE;DE JAVEL;6;125,66;132;Appartement
4644;75116;41;;BD;DE MONTMORENCY;1;38,77;76;Appartement
4645;75116;34;;RUE;DES VIGNES;4;89,5;89;Appartement
4646;75116;32;;RUE;DE L ASSOMPTION;3;57,92;57;Appartement
4647;75116;192;;AV;VICTOR HUGO;4;138,05;105;Appartement
4648;75116;149;;RUE;DE LONGCHAMP;2;42,17;40;Appartement
4649;75116;7;;AV;PDT WILSON;6;84,8;174;Appartement
4650;75117;62;;AV;DE WAGRAM;5;103,02;106;Appartement
4651;75117;19;;RUE;PONCELET;2;50,04;58;Appartement
4652;75117;25;;RUE;RUHMKORFF;5;89,59;85;Appartement
4653;75117;12;;RUE;ALBERT ROUSSEL;2;30,5;30;Appartement
4654;75117;48;;RUE;LA CONDAMINE;3;43,39;55;Appartement
4655;75117;43;;RUE;LACROIX;2;37,66;35;Appartement
4656;75117;24;;RUE;DU DOCTEUR HEULIN;1;19,8;17;Appartement
4657;75118;101;;RUE;DUHESME;1;13,48;13;Appartement
4658;75118;18;;RUE;CHAPPE;2;32,94;29;Appartement
4659;75118;5;B;RUE;CHRISTIANI;2;47,75;47;Appartement
4660;75118;10;;RUE;DU CANADA;3;48,09;55;Appartement
4661;75119;57;;RUE;DE LA VILLETTE;1;30,73;23;Appartement
4662;75120;56;;RUE;STENDHAL;2;48,74;49;Appartement
4663;75120;18;;RUE;LIGNER;2;21,89;26;Appartement
4664;76217;54;;RUE;THIERS;2;51,55;45;Appartement
4665;76217;54;;RUE;THIERS;4;74,21;64;Appartement
4666;76382;1;;RUE;HENRI COMMARE;4;95;59;Maison
4667;77085;37;;AV;DU CHENE SAINT FIACRE;4;73,99;73;Appartement
4668;77153;119;;RUE;DU GENERAL DE GAULLE;1;55,76;55;Appartement
4669;77186;153;;RUE;GRANDE;1;25,46;26;Appartement
4670;77186;35;;RUE;DU CHATEAU;1;20,74;17;Appartement
4671;77217;9;;RUE;DE LA LEGALITE;5;112,94;100;Maison
4672;77243;6;;RUE;JACQUES LE PAIRE;1;28,38;28;Appartement
4673;77243;25;;RUE;D ORGEMONT;5;72,47;79;Appartement
4674;77243;4;;RUE;DU DOCTEUR NAUDIER;3;53,39;59;Appartement
4675;77288;1;B;AV;DU GENERAL LECLERC;1;23,19;20;Appartement
4676;77305;7;;RUE;DES CHANGES;1;34,66;29;Appartement
4677;77468;5;;SQ;DE LA ROSERAIE;1;25,66;25;Appartement
4678;77479;1;;RUE;CHARLES FLOQUET;4;105,73;116;Appartement
4679;78123;75;;RUE;DES FLEURS;1;26,77;27;Appartement
4680;78311;48;;RUE;GAMBETTA;3;64,09;65;Appartement
4681;78322;1;;RUE;DE BEUVRON;1;21,89;23;Appartement
4682;78350;19;;RUE;DE LA PRINCESSE;2;47,65;51;Appartement
4683;78367;6;B;CHE;DU PEINTRE RICOIS;4;83,58;83;Appartement
4684;78383;9;;AV;DE TOURAINE;4;78,97;78;Appartement
4685;78397;38;;RUE;HENRI HUSSON;1;36,74;37;Appartement
4686;78418;9;;RUE;DU CLOS DU PARC;1;24,54;24;Appartement
4687;78642;1;;RUE;PAUL DOUMER;1;26,98;27;Appartement
4688;78646;4;;PL;HOCHE;2;48,44;50;Appartement
4689;78646;15;;RUE;PASTEUR;2;48,17;50;Appartement
4690;79191;2;;RUE;PAUL FRANCOIS PROUST;3;73,4;115;Appartement
4691;80021;24;;BD;DU CANGE;1;15,58;20;Appartement
4692;80489;4;D;RUE;ALBERT GAILLARD;3;54,95;54;Appartement
4693;82033;31;;CHE;DE SAINT JEAN DES VIGNES;2;35,61;36;Appartement
4694;83019;160;;AV;DE LA MER;1;19,79;20;Appartement
4695;83062;330;;RUE;ALBERT PIAULT;4;91,77;91;Appartement
4696;83069;7;;RUE;CHARVET;1;25,88;27;Appartement
4697;83090;20;;RUE;NATIONALE;3;50,33;59;Appartement
4698;83126;19;;RUE;ARTHUR RIMBAUD;3;54,39;54;Appartement
4699;83129;32;;AV;DU LAC;2;28;27;Appartement
4700;83153;9010;;;LES JARDINS DE PIN ROLLAND;2;60,7;39;Appartement
4701;84007;4;;PL;DES TROIS PILATS;1;27,68;27;Appartement
4702;86034;6;;PL;DU CHAMP DE FOIRE;1;18,38;18;Appartement
4703;86194;1;;PLA;FRANCOISE DOLTO;2;49,03;49;Appartement
4704;89024;4;;RUE;DE BELFORT;3;55,67;55;Appartement
4705;90010;4;;RUE;DE L EST;3;72,2;68;Appartement
4706;91027;4;;RUE;CORVISART;3;68,37;45;Appartement
4707;91044;6;;RUE;DE LONGJUMEAU;3;64,44;62;Appartement
4708;91174;30;;RUE;VIGIER;2;43,4;44;Appartement
4709;91215;9;;RUE;DU BEAU REGARD;3;60,27;62;Appartement
4710;91272;28;;ALL;DE LA BERGERIE;1;36;35;Appartement
4711;91272;12;;ALL;DU CHAMPREAU;3;64,16;64;Appartement
4712;91345;113;;RUE;PDT FRANCOIS MITTERRAND;4;61,39;67;Appartement
4713;91377;8;;ALL;JULES GUESDE;4;79,03;79;Appartement
4714;91477;9001;;PARC;D ARDENAY;4;67,59;66;Appartement
4715;91570;27;;RUE;DU FOUR;2;44;42;Appartement
4716;91573;7;;RUE;BARON LACAZE;2;48,8;40;Appartement
4717;91600;9;;AV;DE LA LIBERATION;2;43,34;42;Appartement
4718;91691;113;;RUE;CHARLES DE GAULLE;4;55,5;57;Appartement
4719;91691;19;;RUE;DES HAIES;5;127,89;98;Maison
4720;92002;63;;AV;JEAN MONNET;3;77,49;75;Appartement
4721;92004;10;;AV;FLACHAT;2;40,81;41;Appartement
4722;92004;54;;AV;CHEVREUL;7;136,6;138;Maison
4723;92007;17;;AV;HENRI RAVERA;2;39,69;38;Appartement
4724;92012;7;;RUE;BERANGER;1;21,81;21;Appartement
4725;92012;231;;BD;JEAN JAURES;3;61,3;60;Appartement
4726;92012;64;;RUE;DU POINT DU JOUR;1;29,56;26;Appartement
4727;92012;18;;RTE;DE LA REINE;2;69,82;69;Appartement
4728;92014;28;;AV;DU PANORAMA;4;61,05;61;Appartement
4729;92023;6;B;IMP;DE LA TOUR;4;103,42;99;Appartement
4730;92023;14;;RUE;DES MONTS;2;32,48;33;Appartement
4731;92025;9;;RUE;PAUL LECOMTE;3;35,6;35;Appartement
4732;92026;40;;RUE;BAUDIN;2;52,6;49;Appartement
4733;92026;18;;BD;DE LA PAIX;4;109,32;117;Appartement
4734;92026;52;;BD;DE LA PAIX;3;66,85;65;Appartement
4735;92026;160;;RUE;JEAN BAPTISTE CHARCOT;1;22,26;22;Appartement
4736;92026;56;;RUE;D ESTIENNE D ORVES;3;64,12;64;Appartement
4737;92033;19;B;CHE;DES VIGNES;6;162,93;172;Maison
4738;92035;11;;PAS;DES VIGNES;3;69,25;70;Appartement
4739;92035;52;;AV;DU GAL DE GAULLE;1;33,46;36;Appartement
4740;92044;58;;RUE;ARISTIDE BRIAND;4;76,8;101;Appartement
4741;92046;16;;RUE;PAUL BERT;3;55,62;58;Appartement
4742;92050;34;;RUE;SALVADOR ALLENDE;3;67,26;67;Appartement
4743;92062;45;;RUE;MARIUS JACOTOT;3;88,1;90;Appartement
4744;92063;21;;AV;GABRIEL PERI;3;52,32;53;Appartement
4745;93027;21;;RUE;SAINT JUST;1;32,58;31;Appartement
4746;93031;14;;RUE;D ORMESSON;3;65,53;65;Appartement
4747;93048;19;;RUE;DES GRANDES CULTURES;2;42,33;45;Appartement
4748;93055;48;;AV;JEAN JAURES;2;29,9;26;Appartement
4749;93059;26;;RUE;ALCIDE D ORBIGNY;3;55,44;55;Appartement
4750;93061;42;;RUE;STALINGRAD;3;39,6;46;Appartement
4751;93066;16;;RUE;DE LA CHARRONNERIE;2;55,64;60;Appartement
4752;94015;181;;BD;PASTEUR;4;67,93;72;Appartement
4753;94017;28;B;RUE;DE MUSSELBURGH;4;72,2;69;Appartement
4754;94019;71;;RUE;DU GAL DE GAULLE;1;19,07;20;Appartement
4755;94041;2;;PL;INSURRECTION D AOUT 1944;3;10,6;46;Appartement
4756;94041;18;;RUE;GASTON MONMOUSSEAU;4;67,86;66;Appartement
4757;94053;6;;RUE;RENE CASSIN;3;64,14;65;Appartement
4758;94053;8;T;RUE;SADI CARNOT;2;44,73;44;Appartement
4759;94058;2;;RUE;DU CANOTAGE;3;69,34;70;Appartement
4760;94060;38;;AV;DU MAINE;4;84,62;72;Maison
4761;94076;10;;AV;LOUIS ARAGON;2;37;36;Appartement
4762;94081;173;;RUE;GABRIEL PERI;3;65,69;64;Appartement
4763;95051;18;;AV;DE LA GARE;3;65,67;66;Appartement
4764;95127;66;;RUE;NATIONALE;1;12,1;15;Appartement
4765;95199;1;;ALL;DES CHATAIGNIERS;3;53,33;52;Appartement
4766;95219;88;;RUE;DU GROS NOYER;3;60,68;60;Appartement
4767;95252;2;;RUE;DE LA TOUR;2;48,3;46;Appartement
4768;95369;7;;AV;GEORGES POMPIDOU;1;26,22;26;Appartement
4769;95394;46;;RUE;DE PONTOISE;2;28,04;30;Appartement
4770;95424;3;B;RUE;AUGUSTE RENOIR;3;61,42;61;Appartement
4771;95480;65;;ALL;CLAUDE DEBUSSY;4;107,81;75;Maison
4772;95555;74;;RUE;DU GENERAL LECLERC;2;44,45;44;Appartement
4773;95563;2;;RUE;DE L ERMITAGE;1;31,42;47;Appartement
4774;95607;1;;CHE;DE TAVERNY A BETHEMONT;5;103,74;101;Appartement
4775;972231;5070;F;;ANSE MITAN;1;20,55;20;Appartement
4776;972231;6;;RUE;DE LA CARANGUE;4;67,85;61;Appartement
4777;01004;59;;RUE;ALEXANDRE BERARD;6;164,87;143;Appartement
4778;01160;80;;RUE;DE MEYRIN;3;63,58;63;Appartement
4779;01160;84;;RUE;DE MEYRIN;3;63,45;63;Appartement
4780;01173;812;;RUE;DES VERTES CAMPAGNES;6;164,18;160;Maison
4781;06018;305;;AV;SAINT PHILIPPE;2;41;40;Appartement
4782;06027;6;;AV;DES CHENES;1;28,56;26;Appartement
4783;06030;7;;RUE;COLONEL MATTEI;4;3,27;84;Appartement
4784;06083;36;;RUE;VAL DES CASTAGNINS;2;56,01;55;Appartement
4785;06084;118;;CHE;DU LAC;4;96,43;102;Maison
4786;06088;4;;RUE;BARLA;3;90,1;91;Appartement
4787;06123;721;;AV;DES PUGETS;2;35,14;35;Appartement
4788;06159;64;B;BD;DE LA CORNE D OR;2;88,05;65;Appartement
4789;11145;126;;AV;P BROSSOLETTE ST PIERRE;3;42,46;60;Appartement
4790;11266;126;;RUE;MALAKOFF;3;56,98;57;Appartement
4791;11266;17;;RES;L'ECRIN DU SUD RUE H PUJOL;3;64,23;55;Maison
4792;13005;25;;RUE;DOMERGUE;1;43,51;44;Appartement
4793;13016;5015;;;LA BOUILLADISSE;3;25,02;40;Appartement
4794;13022;9001;;RES;LE CORAIL;1;34,37;37;Appartement
4795;13075;5;;RUE;JEAN BAPTISTE MICHEL;4;79,1;68;Appartement
4796;13201;7;;CRS;JEAN BALLARD;4;115,49;93;Appartement
4797;13202;13;;RUE;PLUMIER;2;47,59;51;Appartement
4798;13203;11;;RUE;HENRI AUZIAS;2;27,86;33;Appartement
4799;13204;116;;BD;BLANCARDE;1;39,75;42;Appartement
4800;13204;34;;RUE;HENRI JURAMY;1;38,09;36;Appartement
4801;13205;2;;RUE;VITALIS;3;60,15;60;Appartement
4802;13207;288;;RUE;D ENDOUME;3;60,16;75;Appartement
4803;13207;39;;RUE;CESAR ALEMAN;1;36,4;37;Appartement
4804;13207;5;;RUE;PAUL CODACCIONI;3;44,85;43;Appartement
4805;13209;121;;BD;PAUL CLAUDEL;3;56,1;56;Appartement
4806;13209;65;;BD;LEI ROURE;6;161,39;160;Maison
4807;13213;6;B;RUE;SAINT GEORGES;1;33,35;31;Appartement
4808;13216;19;;BD;ALBIN BANDINI;3;62,12;54;Maison
4809;14715;32;;RUE;DU MANOIR;1;24,23;24;Appartement
4810;16374;17;;CHE;D ENTREROCHES;4;78,61;75;Maison
4811;17028;7;;PL;DE LA REPUBLIQUE;1;15,9;16;Appartement
4812;19031;10;;AV;ALSACE LORRAINE;3;70,1;99;Appartement
4813;19031;3;;AV;DU 11 NOVEMBRE 1918;4;104;104;Appartement
4814;22050;9;;RUE;DES PRESSOIRS;4;80,78;76;Appartement
4815;25056;144;C;RUE;DE BELFORT;3;52,48;51;Appartement
4816;26198;1;;RUE;CHARTROUSE;3;54,93;54;Appartement
4817;26362;84;;AV;DE ROMANS;1;27,88;27;Appartement
4818;26362;14;;RUE;JEAN LOUIS BARRAULT;1;19,03;20;Appartement
4819;26362;105;;RUE;DES ALPES;3;73,82;73;Appartement
4820;26362;377;;AV;VICTOR HUGO;3;67,38;67;Appartement
4821;28085;14;;RUE;AU LAIT;3;67,13;67;Appartement
4822;2A200;5091;;;PALNECA;2;54,99;56;Appartement
4823;30321;8;;RUE;DE LA MAZERE;2;42,3;48;Appartement
4824;31555;66;;RUE;LOUIS VITET;3;93,43;90;Appartement
4825;33039;14;;RUE;DES DORIS;2;44,74;45;Appartement
4826;33051;3;;ALL;MAURICE LAFON;2;39,88;40;Appartement
4827;33063;329;;RUE;DE BEGLES;1;29,39;30;Appartement
4828;33097;;;VGE;ARTS ET VIE;4;51,89;56;Appartement
4829;33162;4;;RUE;DES FLEURS;4;87,87;68;Maison
4830;33236;106;;AV;DE LA VIGNE CAP FERRET;5;88,26;90;Maison
4831;33498;20;;;CHATEAU DE SALLES;3;61,32;80;Maison
4832;33522;211;;AV;VIEILLE TOUR;2;32,73;34;Appartement
4833;34128;4;;PL;DE L EGLISE;2;35,81;35;Appartement
4834;34301;220;;AV;JEAN MONNET;1;18,73;19;Appartement
4835;34333;9045;F;RES;LES CABROLS;3;27,65;33;Maison
4836;35012;26;;RUE;DE LA CROIX DE PIERRE;2;44,79;45;Appartement
4837;35037;2;;RUE;DE SAINT THURIAL;1;19,74;25;Appartement
4838;35051;10;;RUE;DE LA RIVIERE;4;83,67;83;Appartement
4839;35238;8;;BD;D ANJOU;4;81,1;74;Appartement
4840;35238;43;;AV;DU HAUT SANCE;2;39,15;39;Appartement
4841;37195;31;B;RUE;SIMON VAUQUIER;3;66,95;68;Appartement
4842;37233;2;;IMP;HOCHE;2;36,26;35;Appartement
4843;37261;16;;RUE;DE LA CALIFORNIE;1;31;20;Appartement
4844;38185;104;;CRS;BERRIAT;1;32,44;31;Appartement
4845;38185;10;;SQ;DES FUSILLES;4;69,34;68;Appartement
4846;38229;16;;AV;DE LA PLAINE FLEURIE;3;53,23;53;Appartement
4847;38253;34;;RTE;DU PETIT PLAN;2;25,69;26;Appartement
4848;38416;2;;AV;JULES DAVID;3;61,92;61;Appartement
4849;40001;29;;RUE;PAUL DUTHIL;3;91;80;Appartement
4850;40133;2;;IMP;DE HILLO;2;41,36;41;Appartement
4851;40224;11;;RUE;D'ASPREMONT;3;55,46;56;Appartement
4852;40273;1;;PL;JEAN RAMEAU;2;38,31;53;Appartement
4853;40279;201;;RUE;DES FAUVETTES;2;43,9;47;Appartement
4854;40310;59;;RES;PINADA DEL MAR I;2;35,12;26;Appartement
4855;42095;33;B;RUE;TREMOLLET;3;81,51;82;Appartement
4856;42147;8;;RUE;NOTRE DAME;2;28,36;28;Appartement
4857;42275;3;;RUE;JEAN GUITTON;4;84,29;89;Appartement
4858;44013;12;B;AV;DE LA GARE;5;77,53;84;Appartement
4859;44190;13;;ALL;DE L ERDRE;4;75,9;76;Appartement
4860;45234;6;;BD;DE QUEBEC;3;64,08;63;Appartement
4861;45282;157;;RUE;AUX CHATS;2;44,4;45;Appartement
4862;47001;4;;IMP;DARNALT;2;42,78;42;Appartement
4863;47001;9002;;IMP;DE ST ARNAUD;3;67,95;67;Appartement
4864;49007;18;;AV;GEN PATTON;1;25,61;24;Appartement
4865;49246;15;;AV;DE LA CHESNAIE;4;74,3;74;Appartement
4866;50502;5;;PL;NOTRE DAME;1;12,4;21;Appartement
4867;51108;5;;AV;DU MONT HERY;2;50,25;51;Appartement
4868;54323;4;B;RUE;DE TURENNE;2;34,72;50;Appartement
4869;54395;68;;AV;GENERAL LECLERC;5;111,63;105;Maison
4870;54395;8;;RUE;DE L OCTROI;2;56,31;54;Appartement
4871;54493;18;;RUE;DU KLOPP;4;85,59;77;Maison
4872;54578;48;;RUE;CHARLES OUDILLE;2;52,83;52;Appartement
4873;56078;2;;RUE;CAPITAINE QUILLIEN;3;35,43;45;Appartement
4874;56186;10;;RUE;DU FORT NEUF;1;42,71;25;Appartement
4875;59009;11;;RUE;RONSARD;3;80,03;61;Appartement
4876;59350;156;;RUE;DE DOUAI;1;37,11;37;Appartement
4877;59368;47;;RUE;DU MARECHAL FOCH;2;72,3;65;Appartement
4878;59378;18;B;RUE;DE L EGALITE;2;42,76;47;Appartement
4879;59392;1;;RUE;DE MAIRIEUX;1;28,98;29;Appartement
4880;59410;6;;AV;DU CHANCELIER ADENAUER;2;53,93;55;Appartement
4881;60141;109;;RUE;DU CONNETABLE;4;89,45;89;Appartement
4882;60159;33;;RUE;DES DOMELIERS;1;10,83;12;Appartement
4883;60238;2;B;RUE;MOLIERE;1;30,3;31;Appartement
4884;62193;155;D;AV;RAYMOND POINCARE;1;21,86;21;Appartement
4885;62765;16;;RUE;LOUIS MARTEL;4;114,38;128;Appartement
4886;63103;29;;RUE;DU CHATEAU;3;46,5;47;Appartement
4887;69259;14;;RUE;BELA BARTOK;3;64,27;64;Appartement
4888;69259;16;;RUE;GEORGES LYVET;2;49,6;50;Appartement
4889;69271;7;;AV;DU PROGRES;3;49,68;48;Appartement
4890;69290;30;;RUE;COLETTE;3;66,62;66;Appartement
4891;69381;1;;PL;CROIX PAQUET;4;104,27;104;Appartement
4892;69384;2;C;RUE;DUMONT D URVILLE;3;62;70;Appartement
4893;69385;106;;RUE;PIERRE VALDO;4;70,09;69;Appartement
4894;69386;17;;RUE;LAURENT VIBERT;4;91,1;90;Appartement
4895;69389;35;;QUAI;JAYR;1;23,07;22;Appartement
4896;72181;2;;RUE;ALCIDE DE GASPERI;2;56,1;53;Appartement
4897;74010;68;;RUE;DES PAQUERETTES;4;96,36;95;Maison
4898;74042;110;;ALL;CARDUCCI;2;38,67;38;Appartement
4899;74136;7030;;RTE;DU CHINAILLON;3;47,23;48;Appartement
4900;74173;64;;RUE;AMBROISE MARTIN;3;86,79;90;Appartement
4901;74173;37;;RTE;DU TELEPHERIQUE;2;44,95;45;Appartement
4902;74256;247;;RUE;EMMA LANCHE;3;69,41;70;Appartement
4903;75103;51;;BD;BEAUMARCHAIS;1;10,75;10;Appartement
4904;75104;4;;RUE;MORNAY;2;24,88;28;Appartement
4905;75106;4;;RUE;FEROU;2;59,79;63;Appartement
4906;75107;11;;RUE;OUDINOT;1;15,38;14;Appartement
4907;75107;16;;RUE;COGNACQ JAY;6;214,53;219;Appartement
4908;75108;235;;RUE;DU FAUBOURG SAINT HONORE;1;59,54;43;Appartement
4909;75108;41;;RUE;DE COURCELLES;2;81,81;85;Appartement
4910;75108;6;;RUE;ST PHILIPPE DU ROULE;7;201,48;200;Appartement
4911;75109;31;;RUE;LA BRUYERE;2;64,01;59;Appartement
4912;75109;75;;RUE;TAITBOUT;1;27,32;38;Appartement
4913;75109;9;;RUE;RODIER;2;33,26;33;Appartement
4914;75111;2;;RUE;DES GONCOURT;1;10,05;10;Appartement
4915;75111;53;;AV;PARMENTIER;2;52,35;51;Appartement
4916;75111;5;;RUE;CAMILLE DESMOULINS;2;47,13;47;Appartement
4917;75112;15;;RUE;ERNEST LACOSTE;3;51,04;48;Appartement
4918;75112;6;;RUE;DES FONDS VERTS;1;27,3;27;Appartement
4919;75112;15;;RUE;DE COTTE;3;51,16;52;Appartement
4920;75113;3;;RUE;DE POUY;1;26,56;25;Appartement
4921;75114;65;;RUE;HALLE;2;26,42;27;Appartement
4922;75114;3;;RUE;SEVERO;1;24,64;25;Appartement
4923;75115;31;;RUE;LABROUSTE;2;41,52;45;Appartement
4924;75115;254;;RUE;DE VAUGIRARD;1;14,84;14;Appartement
4925;75116;34;;RUE;DOCTEUR BLANCHE;5;128,02;127;Appartement
4926;75116;27;;AV;DE LAMBALLE;5;143,85;120;Appartement
4927;75116;5;;AV;FREMIET;5;133,19;127;Appartement
4928;75117;15;;RUE;D HELIOPOLIS;1;19,82;20;Appartement
4929;75117;124;;RUE;LEGENDRE;5;122,46;105;Appartement
4930;75118;52;;RUE;ORDENER;3;41,54;35;Appartement
4931;75118;7;;PL;CHARLES DULLIN;3;78,3;76;Appartement
4932;75118;7;;RUE;BUZELIN;2;26,61;28;Appartement
4933;75120;231;;RUE;DES PYRENEES;2;41,03;41;Appartement
4934;76217;2;;PL;LOUIS VITET;2;41,61;41;Appartement
4935;76410;3;;RUE;JOSEPH DELATTRE;1;27,77;28;Appartement
4936;77018;9;;RUE;DES FRICHES;4;82,34;79;Maison
4937;77083;4;;MAIL;DES TILLEULS;4;94,36;88;Appartement
4938;77192;35;;AV;DU GENERAL DE GAULLE;2;34,31;33;Appartement
4939;77268;27;;RUE;DU MOULIN A VENT;4;79,5;94;Appartement
4940;77268;6;;RUE;DE L EPINETTE;2;39,72;39;Appartement
4941;77268;31;;RUE;DE L EPINETTE;3;63,16;63;Appartement
4942;77373;37;;RUE;ALFRED DE MUSSET;7;160,18;176;Maison
4943;77382;64;;RUE;CARNOT;3;66,23;75;Appartement
4944;78029;26;;AV;DE LA DIVISION LECLERC;2;45,25;53;Appartement
4945;78165;2;;RES;LES FOUGERES;5;82,01;83;Appartement
4946;78262;13;;RUE;DES CHEVREFEUILLES;5;106,06;105;Maison
4947;78311;53;;RUE;ALEXANDRE DUMAS;3;52,19;48;Maison
4948;78361;21;;RUE;MARIE LAURENCIN;4;83,33;82;Appartement
4949;78517;75;;AV;DU MARECHAL LECLERC;3;61,52;64;Appartement
4950;78537;48;;RUE;BASSE;1;18;36;Appartement
4951;78545;1;;RUE;MAL DE LATTRE DE TASSIGNY;3;61,7;61;Appartement
4952;78586;4;;ALL;OCTAVE MIRBEAU;5;95,99;99;Appartement
4953;78646;53;;AV;DES ETATS UNIS;4;66,03;85;Appartement
4954;78686;6;;RUE;CARNOT;2;31,73;31;Appartement
4955;79191;9;;RUE;ALPHONSE DAUDET;3;67,52;64;Appartement
4956;82121;745;;CC;DE LA MARGUE;1;25,68;26;Appartement
4957;83009;350;;AV;DU 11 NOVEMBRE 1918;2;39,1;40;Appartement
4958;83062;70;;RUE;MARC DELAGE;4;68,09;65;Appartement
4959;83069;35;B;RUE;BOURGNEUF;4;72,31;77;Appartement
4960;83069;30;;AV;DES ILES D OR;1;17,18;18;Appartement
4961;83069;11;;RUE;DOCTEUR ZAMENHOF;2;53,52;50;Appartement
4962;83069;34;;AV;FAUVETTES MT DES OISEAUX;1;33,64;32;Appartement
4963;83069;111;;ALL;PRINCE EDOUARD;4;73,29;73;Appartement
4964;83103;61;;RUE;MARECHAL FOCH;2;43,88;41;Appartement
4965;83118;32;;MTE;HENRI CHRISTINE;1;31,76;31;Appartement
4966;83126;289;;CC;119 DIT DU VIEUX REYNIER;3;64,54;64;Appartement
4967;83126;75;;AV;JEAN MOULIN;2;62,7;58;Appartement
4968;83126;253;;RUE;JB MATTEI;1;14,86;15;Appartement
4969;83129;122;;AV;JOSEPH RAYNAUD;1;24,5;25;Appartement
4970;83137;661;;BD;MARECHAL JOFFRE;1;25,55;25;Appartement
4971;83153;70;;ALL;DES RESIDENCES DU PORT;2;49,85;49;Appartement
