product_id;onsale_web;price;stock_quantity;stock_status;purchase_price
6903;0;27;54;instock;14,23
6904;0;31;22;instock;15,7
6905;0;21;3;instock;10,63
6906;0;31;12;instock;16,82
6907;0;27;8;instock;13,67
6908;0;31;14;instock;15,7
6909;0;21;7;instock;11,28
6920;1;50,5;9;instock;25,05
6926;1;49,9;12;instock;27,07
6928;1;19;15;instock;9,62
6930;1;8,4;28;instock;4,34
7008;0;40;5;instock;20,67
7009;0;40;10;instock;19,63
7010;0;47;37;instock;23,55
7015;0;45;12;instock;23,48
7023;1;27,5;23;instock;14,21
7025;1;69;8;instock;34,22
7081;0;45;17;instock;23,95
7084;0;45;7;instock;24,18
7085;0;30;8;instock;14,73
7086;0;26;2;instock;13,43
7087;0;30;11;instock;15,66
7088;0;20;53;instock;10,44
7131;0;45;19;instock;24,18
7132;0;45;22;instock;24,18
7133;0;45;26;instock;23,95
7136;0;45;7;instock;22,55
7137;0;45;3;instock;23,25
7159;0;31;1;instock;16,18
7161;0;21;5;instock;10,85
7162;0;27;1;instock;13,67
7163;0;31;42;instock;16,66
7164;0;31;51;instock;16,02
7168;0;45;29;instock;23,25
7169;0;45;3;instock;24,41
7170;0;45;43;instock;23,72
7192;0;31;28;instock;16,5
7193;0;27;14;instock;13,67
7194;0;31;5;instock;16,02
7195;0;21;1;instock;10,31
7196;0;31;55;instock;31,2
7200;0;31;6;instock;15,54
7201;0;31;18;instock;16,02
7203;0;45;30;instock;23,48
7204;0;45;9;instock;24,18
7247;1;54,8;6;instock;27,18
7329;0;26,5;14;instock;13,42
7338;1;16,3;40;instock;8
