Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","882","Samoa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","218.764","X","Figure from international organizations",""
"OA","Annual population","674","San Marino","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","33.745","X","Figure from international organizations",""
"OA","Annual population","678","Sao Tome and Principe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","223.107","X","Figure from international organizations",""
"OA","Annual population","682","Saudi Arabia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","35950.396","X","Figure from international organizations",""
"OA","Annual population","686","Senegal","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","16876.72","X","Figure from international organizations",""
"OA","Annual population","688","Serbia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","7296.769","X","Figure from international organizations",""
"OA","Annual population","690","Seychelles","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","106.471","X","Figure from international organizations",""
"OA","Annual population","694","Sierra Leone","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","8420.641","X","Figure from international organizations",""
"OA","Annual population","702","Singapore","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","5941.06","X","Figure from international organizations",""
"OA","Annual population","534","Sint Maarten (Dutch part)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","44.042","X","Figure from international organizations",""
"OA","Annual population","703","Slovakia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","5447.622","X","Figure from international organizations",""
"OA","Annual population","705","Slovenia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","2119.41","X","Figure from international organizations",""
"OA","Annual population","090","Solomon Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","707.851","X","Figure from international organizations",""
"OA","Annual population","706","Somalia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","17065.581","X","Figure from international organizations",""
"OA","Annual population","710","South Africa","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","59392.255","X","Figure from international organizations",""
"OA","Annual population","728","South Sudan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","10748.272","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","47486.935","X","Figure from international organizations",""
"OA","Annual population","144","Sri Lanka","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","21773.441","X","Figure from international organizations",""
"OA","Annual population","729","Sudan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","45657.202","X","Figure from international organizations",""
"OA","Annual population","740","Suriname","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","612.985","X","Figure from international organizations",""
"OA","Annual population","752","Sweden","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","10467.097","X","Figure from international organizations",""
"OA","Annual population","756","Switzerland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","8691.406","X","Figure from international organizations",""
"OA","Annual population","760","Syrian Arab Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","21324.367","X","Figure from international organizations",""
"OA","Annual population","762","Tajikistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","9750.064","X","Figure from international organizations",""
"OA","Annual population","764","Thailand","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","71601.103","X","Figure from international organizations",""
"OA","Annual population","626","Timor-Leste","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","1320.942","X","Figure from international organizations",""
"OA","Annual population","768","Togo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","8644.829","X","Figure from international organizations",""
"OA","Annual population","772","Tokelau","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","1.849","X","Figure from international organizations",""
"OA","Annual population","776","Tonga","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","106.017","X","Figure from international organizations",""
"OA","Annual population","780","Trinidad and Tobago","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","1525.663","X","Figure from international organizations",""
"OA","Annual population","788","Tunisia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","12262.946","X","Figure from international organizations",""
"OA","Annual population","792","Türkiye","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","84775.404","X","Figure from international organizations",""
"OA","Annual population","795","Turkmenistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","6341.855","X","Figure from international organizations",""
"OA","Annual population","796","Turks and Caicos Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","45.114","X","Figure from international organizations",""
"OA","Annual population","798","Tuvalu","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","11.204","X","Figure from international organizations",""
"OA","Annual population","800","Uganda","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","45853.778","X","Figure from international organizations",""
"OA","Annual population","804","Ukraine","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","43531.422","X","Figure from international organizations",""
"OA","Annual population","784","United Arab Emirates","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","9365.145","X","Figure from international organizations",""
"OA","Annual population","826","United Kingdom of Great Britain and Northern Ireland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","67281.039","X","Figure from international organizations",""
"OA","Annual population","834","United Republic of Tanzania","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","63588.334","X","Figure from international organizations",""
"OA","Annual population","840","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","336997.624","X","Figure from international organizations",""
"OA","Annual population","850","United States Virgin Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","100.091","X","Figure from international organizations",""
"OA","Annual population","858","Uruguay","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","3426.26","X","Figure from international organizations",""
"OA","Annual population","860","Uzbekistan","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","34081.449","X","Figure from international organizations",""
"OA","Annual population","548","Vanuatu","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","319.137","X","Figure from international organizations",""
"OA","Annual population","862","Venezuela (Bolivarian Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","28199.867","X","Figure from international organizations",""
"OA","Annual population","704","Viet Nam","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","97468.029","X","Figure from international organizations",""
"OA","Annual population","876","Wallis and Futuna Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","11.627","X","Figure from international organizations",""
"OA","Annual population","732","Western Sahara","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","565.581","X","Figure from international organizations",""
"OA","Annual population","887","Yemen","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","32981.641","X","Figure from international organizations",""
"OA","Annual population","894","Zambia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","19473.125","X","Figure from international organizations",""
"OA","Annual population","716","Zimbabwe","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 No","15993.524","X","Figure from international organizations",""
