Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","710","South Africa","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.059","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","724","Spain","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.623","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","144","Sri Lanka","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.999","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","729","Sudan","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.203","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","740","Suriname","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.412","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","752","Sweden","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.644","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","756","Switzerland","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.675","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","762","Tajikistan","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.823","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","764","Thailand","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.942","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","780","Trinidad and Tobago","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.047","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","788","Tunisia","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.841","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","792","Türkiye","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.817","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","796","Turks and Caicos Islands","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.645","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","800","Uganda","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.853","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","784","United Arab Emirates","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.856","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","826","United Kingdom of Great Britain and Northern Ireland","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.494","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","834","United Republic of Tanzania","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.657","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","840","United States of America","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.557","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","858","Uruguay","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.615","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","704","Viet Nam","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","1.183","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","894","Zambia","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.906","E","Estimated value"
"CAHD","Cost and Affordability of a Healthy Diet (CoAHD)","716","Zimbabwe","6226","Value","7008","Cost of animal source foods","2017","2017","PPP dollar per person per day","0.95","E","Estimated value"
